Code;Description;OrgCode
19815;Office of Superintending Engineer Inv Circle Valsad;MINWR
19816;Office of Superintending Engineer  Inv Circle Hyderabad;MINWR
19817;Office of Executive Engineer Inv Division Jhansi;MINWR
19818;Office of Executive Engineer Inv Division Bhopal;MINWR
19819;Office of Executive Engineer Inv Division Gwalior;MINWR
19820;Office of Executive Engineer Inv Division Bhubneswar;MINWR
19821;Office of Executive Engineer Inv Division Kolkata;MINWR
19822;Office of Executive Engineer Inv Division Patna;MINWR
19823;Office of Executive Engineer Inv Division Lucknow;MINWR
19824;Office of Executive Engineer Inv Division Valsad;MINWR
19825;Office of Executive Engineer Inv Division Vadodra;MINWR
19826;Office of Executive Engineer Inv Division Nashik I;MINWR
19827;Office of Executive Engineer Inv Division Nashik II;MINWR
19828;Office of Executive Engineer Inv Division Hyderabad;MINWR
19829;Office of Executive Engineer Inv Division Bangalore;MINWR
19830;Office of Executive Engineer Inv Division Chennai;MINWR
19831;Office of Executive Engineer Inv Division Nagpur;MINWR
19832;Office of Executive Engineer Inv Division Chhatarpur;MINWR
19833;Office of Assistant Engineer Inv Sub Division Jaipur;MINWR
19834;Office of Assistant Engineer Inv Sub Division Ranchi;MINWR
19835;Office of Assistant Engineer Inv Sub Division Rajamundary;MINWR
19836;Office of Chief Engineer North;MINWR
19837;Office of Chief Engineer South Hyderabad;MINWR
19838;Office of Superintending Engineer Inv Circle Gwalior;MINWR
19839;Office of Superintending Engineer Inv Circle Bhubneswar;MINWR
19840;Office of Superintending Engineer Inv Circle Patna;MINWR
19841;Office of Superintending Engineer Inv Circle Valsad;MINWR
19842;Office of Superintending Engineer  Inv Circle Hyderabad;MINWR
19843;Office of Executive Engineer Inv Division Jhansi;MINWR
19844;Office of Executive Engineer Inv Division Bhopal;MINWR
19845;Office of Executive Engineer Inv Division Gwalior;MINWR
19846;Office of Executive Engineer Inv Division Bhubneswar;MINWR
19847;Office of Executive Engineer Inv Division Kolkata;MINWR
19848;Office of Executive Engineer Inv Division Patna;MINWR
19849;Office of Executive Engineer Inv Division Lucknow;MINWR
19850;Office of Executive Engineer Inv Division Valsad;MINWR
19851;Office of Executive Engineer Inv Division Vadodra;MINWR
19852;Office of Executive Engineer Inv Division Nashik I;MINWR
19853;Office of Executive Engineer Inv Division Nashik II;MINWR
19854;Office of Executive Engineer Inv Division Hyderabad;MINWR
19855;Office of Executive Engineer Inv Division Bangalore;MINWR
19856;Office of Executive Engineer Inv Division Chennai;MINWR
19857;Office of Executive Engineer Inv Division Nagpur;MINWR
19858;Office of Executive Engineer Inv Division Chhatarpur;MINWR
19859;Office of Assistant Engineer Inv Sub Division Jaipur;MINWR
19860;Office of Assistant Engineer Inv Sub Division Ranchi;MINWR
19861;Office of Assistant Engineer Inv Sub Division Rajamundary;MINWR
19862;Office of Chief Engineer North;MINWR
19863;Office of Chief Engineer South Hyderabad;MINWR
19864;Office of Superintending Engineer Inv Circle Gwalior;MINWR
19865;Office of Superintending Engineer Inv Circle Bhubneswar;MINWR
19866;Office of Superintending Engineer Inv Circle Patna;MINWR
19867;Office of Superintending Engineer Inv Circle Valsad;MINWR
19868;Office of Superintending Engineer  Inv Circle Hyderabad;MINWR
19869;Office of Executive Engineer Inv Division Jhansi;MINWR
19870;Office of Executive Engineer Inv Division Bhopal;MINWR
19871;Office of Executive Engineer Inv Division Gwalior;MINWR
19872;Office of Executive Engineer Inv Division Bhubneswar;MINWR
19873;Office of Executive Engineer Inv Division Kolkata;MINWR
19874;Office of Executive Engineer Inv Division Patna;MINWR
19875;Office of Executive Engineer Inv Division Lucknow;MINWR
19876;Office of Executive Engineer Inv Division Valsad;MINWR
19877;Office of Executive Engineer Inv Division Vadodra;MINWR
19878;Office of Executive Engineer Inv Division Nashik I;MINWR
19879;Office of Executive Engineer Inv Division Nashik II;MINWR
19880;Office of Executive Engineer Inv Division Hyderabad;MINWR
19881;Office of Executive Engineer Inv Division Bangalore;MINWR
19882;Office of Executive Engineer Inv Division Chennai;MINWR
19883;Office of Executive Engineer Inv Division Nagpur;MINWR
19884;Office of Executive Engineer Inv Division Chhatarpur;MINWR
19885;Office of Assistant Engineer Inv Sub Division Jaipur;MINWR
19886;Office of Assistant Engineer Inv Sub Division Ranchi;MINWR
19887;Office of Assistant Engineer Inv Sub Division Rajamundary;MINWR
19888;Office of Chief Engineer North;MINWR
19889;Office of Chief Engineer South Hyderabad;MINWR
19890;Office of Superintending Engineer Inv Circle Gwalior;MINWR
19891;Office of Superintending Engineer Inv Circle Bhubneswar;MINWR
19892;Office of Superintending Engineer Inv Circle Patna;MINWR
19893;Office of Superintending Engineer Inv Circle Valsad;MINWR
19894;Office of Superintending Engineer  Inv Circle Hyderabad;MINWR
19895;Office of Executive Engineer Inv Division Jhansi;MINWR
19896;Office of Executive Engineer Inv Division Bhopal;MINWR
19897;Office of Executive Engineer Inv Division Gwalior;MINWR
19898;Office of Executive Engineer Inv Division Bhubneswar;MINWR
19899;Office of Executive Engineer Inv Division Kolkata;MINWR
19900;Office of Executive Engineer Inv Division Patna;MINWR
19901;Office of Executive Engineer Inv Division Lucknow;MINWR
19902;Office of Executive Engineer Inv Division Valsad;MINWR
19903;Office of Executive Engineer Inv Division Vadodra;MINWR
19904;Office of Executive Engineer Inv Division Nashik I;MINWR
19905;Office of Executive Engineer Inv Division Nashik II;MINWR
19906;Office of Executive Engineer Inv Division Hyderabad;MINWR
19907;Office of Executive Engineer Inv Division Bangalore;MINWR
19908;Office of Executive Engineer Inv Division Chennai;MINWR
19909;Office of Executive Engineer Inv Division Nagpur;MINWR
19910;Office of Executive Engineer Inv Division Chhatarpur;MINWR
19911;Office of Assistant Engineer Inv Sub Division Jaipur;MINWR
19912;Office of Assistant Engineer Inv Sub Division Ranchi;MINWR
19913;Office of Assistant Engineer Inv Sub Division Rajamundary;MINWR
19914;Office of Chief Engineer North;MINWR
19915;Office of Chief Engineer South Hyderabad;MINWR
19916;Office of Superintending Engineer Inv Circle Gwalior;MINWR
19917;Office of Superintending Engineer Inv Circle Bhubneswar;MINWR
19918;Office of Superintending Engineer Inv Circle Patna;MINWR
19919;Office of Superintending Engineer Inv Circle Valsad;MINWR
19920;Office of Superintending Engineer  Inv Circle Hyderabad;MINWR
19921;Office of Executive Engineer Inv Division Jhansi;MINWR
19922;Office of Executive Engineer Inv Division Bhopal;MINWR
19923;Office of Executive Engineer Inv Division Gwalior;MINWR
19924;Office of Executive Engineer Inv Division Bhubneswar;MINWR
19925;Office of Executive Engineer Inv Division Kolkata;MINWR
19926;Office of Executive Engineer Inv Division Patna;MINWR
19927;Office of Executive Engineer Inv Division Lucknow;MINWR
19928;Office of Executive Engineer Inv Division Valsad;MINWR
19929;Office of Executive Engineer Inv Division Vadodra;MINWR
19930;Office of Executive Engineer Inv Division Nashik I;MINWR
19931;Office of Executive Engineer Inv Division Nashik II;MINWR
19932;Office of Executive Engineer Inv Division Hyderabad;MINWR
19933;Office of Executive Engineer Inv Division Bangalore;MINWR
19934;Office of Executive Engineer Inv Division Chennai;MINWR
19935;Office of Executive Engineer Inv Division Nagpur;MINWR
19936;Office of Executive Engineer Inv Division Chhatarpur;MINWR
19937;Office of Assistant Engineer Inv Sub Division Jaipur;MINWR
19938;Office of Assistant Engineer Inv Sub Division Ranchi;MINWR
19939;Office of Assistant Engineer Inv Sub Division Rajamundary;MINWR
19940;Office of Chief Engineer North;MINWR
19941;Office of Chief Engineer South Hyderabad;MINWR
19942;Office of Superintending Engineer Inv Circle Gwalior;MINWR
19943;Office of Superintending Engineer Inv Circle Bhubneswar;MINWR
19944;Office of Superintending Engineer Inv Circle Patna;MINWR
19945;Office of Superintending Engineer Inv Circle Valsad;MINWR
19946;Office of Superintending Engineer  Inv Circle Hyderabad;MINWR
19947;Office of Executive Engineer Inv Division Jhansi;MINWR
19948;Office of Executive Engineer Inv Division Bhopal;MINWR
19949;Office of Executive Engineer Inv Division Gwalior;MINWR
19950;Office of Executive Engineer Inv Division Bhubneswar;MINWR
19951;Office of Executive Engineer Inv Division Kolkata;MINWR
19952;Office of Executive Engineer Inv Division Patna;MINWR
19953;Office of Executive Engineer Inv Division Lucknow;MINWR
19954;Office of Executive Engineer Inv Division Valsad;MINWR
19955;Office of Executive Engineer Inv Division Vadodra;MINWR
19956;Office of Executive Engineer Inv Division Nashik I;MINWR
19957;Office of Executive Engineer Inv Division Nashik II;MINWR
19958;Office of Executive Engineer Inv Division Hyderabad;MINWR
19959;Office of Executive Engineer Inv Division Bangalore;MINWR
19960;Office of Executive Engineer Inv Division Chennai;MINWR
19961;Office of Executive Engineer Inv Division Nagpur;MINWR
19962;Office of Executive Engineer Inv Division Chhatarpur;MINWR
19963;Office of Assistant Engineer Inv Sub Division Jaipur;MINWR
19964;Office of Assistant Engineer Inv Sub Division Ranchi;MINWR
19965;Office of Assistant Engineer Inv Sub Division Rajamundary;MINWR
19966;Office of Chief Engineer North;MINWR
19967;Office of Chief Engineer South Hyderabad;MINWR
19968;Office of Superintending Engineer Inv Circle Gwalior;MINWR
19969;Office of Superintending Engineer Inv Circle Bhubneswar;MINWR
19970;Office of Superintending Engineer Inv Circle Patna;MINWR
19971;Office of Superintending Engineer Inv Circle Valsad;MINWR
19972;Office of Superintending Engineer  Inv Circle Hyderabad;MINWR
19973;Office of Executive Engineer Inv Division Jhansi;MINWR
19974;Office of Executive Engineer Inv Division Bhopal;MINWR
19975;Office of Executive Engineer Inv Division Gwalior;MINWR
19976;Office of Executive Engineer Inv Division Bhubneswar;MINWR
19977;Office of Executive Engineer Inv Division Kolkata;MINWR
19978;Office of Executive Engineer Inv Division Patna;MINWR
19979;Office of Executive Engineer Inv Division Lucknow;MINWR
19980;Office of Executive Engineer Inv Division Valsad;MINWR
19981;Office of Executive Engineer Inv Division Vadodra;MINWR
19982;Office of Executive Engineer Inv Division Nashik I;MINWR
19983;Office of Executive Engineer Inv Division Nashik II;MINWR
19984;Office of Executive Engineer Inv Division Hyderabad;MINWR
19985;Office of Executive Engineer Inv Division Bangalore;MINWR
19986;Office of Executive Engineer Inv Division Chennai;MINWR
19987;Office of Executive Engineer Inv Division Nagpur;MINWR
19988;Office of Executive Engineer Inv Division Chhatarpur;MINWR
19989;Office of Assistant Engineer Inv Sub Division Jaipur;MINWR
19990;Office of Assistant Engineer Inv Sub Division Ranchi;MINWR
19991;Office of Assistant Engineer Inv Sub Division Rajamundary;MINWR
19992;CVC related matters;DCLTR
19993;OTHERS;DCLTR
19994;Policy and Planning;MINWR
19995;Central Water Commission;MINWR
19996;Peninsular River;MINWR
19997;Pollution of River and Cleaning;MINWR
19998;Ghat Development;MINWR
19999;Awarding of Contract;MINWR
20000;Projects;MINWR
20001;Others;MINWR
20002;Indus Water Treaty;MINWR
20003;Sutlej Yamuna Link Canal;MINWR
20004;Tributaries of River Indus;MINWR
20005;Projects on Indus River and its Tributaries;MINWR
20006;Andhra Pradesh, Assam, Bihar, Jharkhand, Karnataka, Kerala, Manipur, Odissa, Tamilnadu, Telangana;MINWR
20007;Other States;MINWR
20008;Pt Deendayal Upadhyaya National Institute for Persons with Physical Disabilities PDUNIPPD Delhi;DODAF
20009;Swami Vivekanand National Institute of Rehabilitation Training and Research SVNIRTAR Cuttack;DODAF
20010;National Institute for Locomotor Disabilities NILD Kolkata;DODAF
20011;National Institute for the Empowerment of Persons with Visual Disabilities NIEPVD Dehradun;DODAF
20012;Ali Yavar Jung National Institute of Speech and Hearing Disabilities AYJNISHD Mumbai;DODAF
20013;National Institute for the Empowerment of Persons with Intellectual Disabilities NIEPID Secunderabad;DODAF
20014;National Institute for Empowerment of Persons with Multiple Disabilities NIEPMD Chennai;DODAF
20015;Indian Sign Language Training and Research Centre, New Delhi;DODAF
20016;National Institute of Mental Health Rehabilitation NIMHR Sehore Madhya Pradesh;DODAF
20017;Scheme of Assistance to Disabled Persons for Purchase and Fitting of Aids and Appliances ADIP Scheme);DODAF
20018;Providing of  Various Type of Aids and Assistive Devices;DODAF
20019;Providing  of Motorized Tricycle and Wheelchair;DODAF
20020;Providing Cochlear Implant;DODAF
20021;Pre-matric For Classes IX  X;DODAF
20022;Pre-matric Scholarship for Students with Disabilities;DODAF
20023;Post-matric Scholarship for Students with Disabilities;DODAF
20024;Top Class Education for Students with Disabilities;DODAF
20025;National Overseas Scholarship for Students with Disabilities;DODAF
20026;National Fellowship for Persons with Disabilities;DODAF
20027;Free Coaching for Students with Disabilities;DODAF
20028;National Awards For The Empowerment Of Persons With Disabilities;DODAF
20029;Recommendation;DODAF
20030;Status of Consideration;DODAF
20031;Various Clarification;DODAF
20032;Guidelines for National Award;DODAF
20033;Others;DODAF
20034;HRD;MPOWR
20035;SECRETARIAT;MPOWR
20036;Administration and Land Acquisition  and Compensation;MPOWR
20037;Legal or Court cases;MPOWR
20038;vigilance;MPOWR
20039;Accounts and  Establishment;MPOWR
20040;Procurement;MPOWR
20041;Commercial;MPOWR
20042;Project BTPS;MPOWR
20043;Project CTPS;MPOWR
20044;Project DSTPS;MPOWR
20045;Project DTPS;MPOWR
20046;Project DVCHZ;MPOWR
20047;Project DVCPA;MPOWR
20048;Project KTPS 1;MPOWR
20049;Project MAITH;MPOWR
20050;Project MTPS 1;MPOWR
20051;Project RTPS 1;MPOWR
20052;Adm I Section  Administrative matters of the CPSEs officers;MPOWR
20053;Adm II Section  Administrative matters related to Ministry of Power;MPOWR
20054;Adm III Section  Administrative matters related to Ministry of Power;MPOWR
20055;Distribution Division Related;MPOWR
20056;O M Division;MPOWR
20057;FSC and IPC Division;MPOWR
20058;EC ET and EV Section,;MPOWR
20059;Thermal Section;MPOWR
20060;PG Section;MPOWR
20061;V and  S Division  for vigilance;MPOWR
20062;RCM Division;MPOWR
20063;DVC Desk;MPOWR
20064;UR and  SI  II Section;MPOWR
20065;PFC Section;MPOWR
20066;Hydel II Section;MPOWR
20067;R and R Section;MPOWR
20068;Policy matters Section;MPOWR
20069;BBMB Division;MPOWR
20070;NHPC DESK;MPOWR
20071;T and R Division;MPOWR
20072;UR and SI  I Section;MPOWR
20073;REC Section;MPOWR
20074;Transmission Division;MPOWR
